source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000342,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/TJ26-1 Boys ROP.pptx,Boys,Rite of passage,internal-source,DUP-D95C11E28C,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000343,Journey - Richard/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Camping List - Kick-off camp.xlsx,Boys,Kickoff camp,internal-source,DUP-996C4B2002,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000344,Journey - Richard/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Kick-off Camp - Activity - Father and Son questions.docx,Boys,Kickoff camp,internal-source,DUP-352280599B,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000345,REDACTED-SENSITIVE-SOURCE/SRC-000345.pptx,Boys,Kickoff camp,restricted-source,DUP-1CDB463189,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000346,Journey - Richard/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Kick-off program.docx,Boys,Kickoff camp,internal-source,DUP-6BC72838E9,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000347,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Compass Evening Info.pdf,Boys,Compass Evening,internal-source,DUP-3E3E5BF1BD,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000348,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass - Bearing Quick View.pdf,Boys,Compass Evening,internal-source,DUP-7CD46AADB4,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000349,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Co-ordinate Set up - Quick View.pdf,Boys,Compass Evening,internal-source,DUP-7CD46AADB4,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000350,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Evening - Set up View.pdf,Boys,Compass Evening,internal-source,DUP-AA16A5CE5C,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000351,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Evening - Watcher View.pdf,Boys,Compass Evening,internal-source,DUP-008014A424,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000352,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Field Plan Route Example.PNG,Boys,Compass Evening,internal-source,DUP-DED995E295,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Drive file reference,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000353,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Field Plan.PNG,Boys,Compass Evening,internal-source,DUP-3C7929F658,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Drive file reference,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000354,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Orienteering Co-Ordinate Master Sheet .xlsx,Boys,Compass Evening,internal-source,DUP-85403EBCE9,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000355,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/orienteering_bearings_table_magnetic_sorted.xlsx,Boys,Compass Evening,internal-source,,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000356,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/The Journey 2026 - Sons & Dads.pdf,Boys,Compass Evening,internal-source,DUP-29CB485BE9,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000357,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/The Compass Challenge_Message to Dads and Boys.docx,Boys,Compass Evening,internal-source,DUP-A0169D5BC6,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000358,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/TJ26-1 Check List - Compass evening.xlsx,Boys,Compass Evening,internal-source,DUP-9665BAB107,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000359,Journey - Richard/Journey 2026/Journey - Boys/4. Compass Evening/TJ26-1 Compass Activity - Father and son questions.docx,Boys,Compass Evening,internal-source,DUP-31A003121C,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000360,REDACTED-SENSITIVE-SOURCE/SRC-000360.pptx,Boys,Compass Evening,restricted-source,DUP-4088B1EE99,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Private review packet,Logistics Lead,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000361,REDACTED-SENSITIVE-SOURCE/SRC-000361.pdf,Boys,Rite of passage,restricted-source,DUP-A4623236E2,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000362,REDACTED-SENSITIVE-SOURCE/SRC-000362.pdf,Boys,Rite of passage,restricted-source,DUP-AD1C94F297,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000363,REDACTED-SENSITIVE-SOURCE/SRC-000363.pdf,Boys,Rite of passage,restricted-source,DUP-E5A9865F3E,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000364,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/Hide/ROP Camp Program - South - 2026.docx,Boys,Rite of passage,internal-source,DUP-A38D70D385,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000365,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/Hide/Template _ ROP (Weekend Program) _ 15 Dads.xlsx,Boys,Rite of passage,internal-source,,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000366,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/Journey ROP Q&A Video.mp4,Boys,Rite of passage,internal-source,DUP-00ACD78972,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Approved media reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000367,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 Camping List - ROP.xlsx,Boys,Rite of passage,internal-source,DUP-663F609604,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000368,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 Celebration Program for Sunday.docx,Boys,Rite of passage,internal-source,DUP-CC595AC063,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000369,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 ROP (Weekend Program) _ April 2026.xlsx,Boys,Rite of passage,internal-source,,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000370,REDACTED-SENSITIVE-SOURCE/SRC-000370.xlsx,Boys,Rite of passage,restricted-source,DUP-4D41F26169,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet private template,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000371,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 ROP Camp Q & A session.pptx,Boys,Rite of passage,internal-source,DUP-A2E1B8C278,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000372,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 ROP Facilitators Camp Prep Slides.pptx,Boys,Rite of passage,internal-source,DUP-800D60282D,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000373,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 ROP Prep - TO DO.xlsx,Boys,Rite of passage,internal-source,DUP-58CDB21CBA,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000374,Journey - Richard/Journey 2026/Journey - Boys/6. Rite of Passage/TJ26-1 Support Teams & Rotation Stations.pdf,Boys,Rite of passage,internal-source,DUP-A0B919B640,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000375,REDACTED-SENSITIVE-SOURCE/SRC-000375.pdf,Boys,Finance,restricted-source,DUP-C9AFD2246D,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000376,REDACTED-SENSITIVE-SOURCE/SRC-000376.xlsx,Boys,Finance,restricted-source,,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Google Sheet private template,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000377,REDACTED-SENSITIVE-SOURCE/SRC-000377.jpeg,Boys,Finance,restricted-source,DUP-FFDCBC3657,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000378,REDACTED-SENSITIVE-SOURCE/SRC-000378.jpeg,Boys,Kickoff camp,restricted-source,DUP-D3A8C8A869,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000379,REDACTED-SENSITIVE-SOURCE/SRC-000379.docx,Girls,Onboarding,restricted-source,DUP-9A0383F2C4,05 Participant Onboarding,Participant Onboarding Pack,CAN-PARTICIPANT-ONBOARDING-PACK,Private review packet,Administration Lead,Start,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
